,location,total_sqft,bath,price,BHK,loaction
5462,Varthur,1250.0,2.0,47.0,2,Varthur
5463,Gottigere,1120.0,2.0,50.0,2,Gottigere
5464,NRI Layout,1200.0,4.0,95.0,4,NRI Layout
5465,Hebbal,1200.0,2.0,52.0,2,Hebbal
5466,7th Phase JP Nagar,1100.0,2.0,44.0,2,7th Phase JP Nagar
5467, Devarachikkanahalli,1417.0,2.0,76.0,3,Devarachikkanahalli
5468,Thanisandra,1492.0,3.0,88.0,3,Thanisandra
5469,Devanahalli,1498.0,3.0,79.15,3,Devanahalli
5470,Kundalahalli,1010.0,2.0,48.27,2,Kundalahalli
5471,Hennur,1255.0,2.0,53.5,2,Hennur
5472,Channasandra,1050.0,2.0,35.0,2,Channasandra
5473,Hegde Nagar,1847.0,3.0,125.0,3,Hegde Nagar
5474,other,1200.0,2.0,55.0,2,1st Stage Indira Nagar
5475,Bellandur,982.0,2.0,37.28,2,Bellandur
5476,Kengeri,750.0,2.0,36.5,2,Kengeri
5477,Electronic City,919.0,2.0,35.0,2,Electronic City
5478,Budigere,1087.0,2.0,54.3,2,Budigere
5479,other,1480.0,3.0,74.0,3,Sunder Ram Shetty Nagar
5480,Tindlu,1180.0,2.0,52.0,2,Tindlu
5481,Jigani,1221.0,3.0,65.0,3,Jigani
5482,Haralur Road,1194.0,2.0,46.0,2,Haralur Road
5483,Whitefield,1600.0,3.0,69.0,3,Whitefield
5484,Kaikondrahalli,1253.0,2.0,81.5,2,Kaikondrahalli
5485,Hennur Road,1061.0,2.0,54.92,2,Hennur Road
5486,Marathahalli,1250.0,2.0,68.0,2,Marathahalli
5487,Hennur Road,1585.0,2.0,80.0,3,Hennur Road
5488,Kanakpura Road,1452.0,3.0,60.98,3,Kanakpura Road
5489,Kammasandra,1015.0,2.0,37.0,2,Kammasandra
5490,Marathahalli,1125.0,2.0,56.8,2,Marathahalli
5491,Electronic City Phase II,1116.0,2.0,40.0,2,Electronic City Phase II
5492,Old Madras Road,1300.0,2.0,100.0,2,Old Madras Road
5493,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2,Raja Rajeshwari Nagar
5494,other,1310.0,2.0,55.0,3,Punappa Layout
5495,Kaggadasapura,1240.0,2.0,58.58,2,Kaggadasapura
5496,Chamrajpet,1565.0,3.0,98.91,3,Chamrajpet
5497,Budigere,1820.0,3.0,89.0,3,Budigere
5498,Hosa Road,1245.0,2.0,62.0,2,Hosa Road
5499,GM Palaya,1315.0,3.0,65.0,3,GM Palaya
5500,Kenchenahalli,1410.0,2.0,73.0,3,Kenchenahalli
5501,Dasarahalli,1375.0,2.0,60.0,2,Dasarahalli
5502,Old Madras Road,1299.0,2.0,95.0,2,Old Madras Road
5503,other,993.0,2.0,45.5,2,Pampa Extension
5504,Hebbal,1255.0,2.0,95.0,3,Hebbal
5505,Hoodi,1655.0,3.0,131.0,3,Hoodi
5506,Begur Road,1634.0,3.0,111.0,3,Begur Road
5507,Banaswadi,1222.0,2.0,80.0,2,Banaswadi
5508,Gottigere,1500.0,3.0,63.0,3,Gottigere
5509,Hulimavu,850.0,1.0,39.5,2,Hulimavu
5510,Whitefield,1295.0,2.0,78.5,2,Whitefield
5511,Sarjapur  Road,1320.0,2.0,100.0,2,Sarjapur  Road
5512,Harlur,1197.0,2.0,82.0,2,Harlur
5513,other,1320.0,2.0,60.0,3,Hoysalanagar
5514,Whitefield,840.0,1.0,57.6,1,Whitefield
5515,Whitefield,640.0,1.0,19.83,1,Whitefield
5516,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3,Raja Rajeshwari Nagar
5517,Kodihalli,1000.0,2.0,62.0,2,Kodihalli
5518,Babusapalaya,1305.0,2.0,70.0,2,Babusapalaya
5519,Kodichikkanahalli,450.0,1.0,18.0,1,Kodichikkanahalli
5520,CV Raman Nagar,705.0,1.0,57.0,1,CV Raman Nagar
5521,Battarahalli,1779.0,3.0,90.0,3,Battarahalli
5522,Banaswadi,870.0,2.0,38.0,2,Banaswadi
5523,Thanisandra,1595.0,3.0,120.0,3,Thanisandra
5524,Kanakpura Road,525.0,1.0,26.0,1,Kanakpura Road
5525,Yelahanka,1614.0,3.0,93.0,3,Yelahanka
5526,Gottigere,1200.0,2.0,40.0,2,Gottigere
5527,Electronic City Phase II,1150.0,3.0,46.0,3,Electronic City Phase II
5528,Sonnenahalli,1610.0,3.0,80.48,3,Sonnenahalli
5529,Whitefield,1190.0,2.0,41.0,2,Whitefield
5530,other,1050.0,2.0,50.0,2,Kallumantapa
5531,7th Phase JP Nagar,1460.0,2.0,97.0,3,7th Phase JP Nagar
5532,other,600.0,1.0,33.0,1,Naganathapura
5533,other,1569.0,3.0,70.0,3,Suraksha Nagar
5534,Electronics City Phase 1,645.0,1.0,42.5,1,Electronics City Phase 1
5535,Marathahalli,1350.0,2.0,90.0,2,Marathahalli
5536,other,1410.0,2.0,45.12,3,Rajarajeshwari Nagara
5537,Whitefield,1109.0,2.0,35.47,2,Whitefield
5538,Bannerghatta Road,1215.0,2.0,68.0,2,Bannerghatta Road
5539,Varthur Road,1255.0,2.0,52.76,2,Varthur Road
5540,other,1020.0,2.0,49.0,2,B Narayanapura
5541,other,1225.0,2.0,82.0,3,T R Mill Road
5542,Singasandra,1120.0,2.0,60.0,2,Singasandra
5543,Kasavanhalli,1225.0,2.0,69.0,3,Kasavanhalli
5544,ITPL,1200.0,3.0,56.12,3,ITPL
5545,Bommasandra,1127.0,2.0,45.0,2,Bommasandra
5546,Whitefield,1655.0,3.0,97.0,3,Whitefield
5547,Ananth Nagar,500.0,1.0,14.0,1,Ananth Nagar
5548,Varthur,1200.0,3.0,68.38,3,Varthur
5549,Kaggadasapura,1000.0,2.0,43.0,2,Kaggadasapura
5550,CV Raman Nagar,1225.0,2.0,47.88,2,CV Raman Nagar
5551,Hormavu,1350.0,2.0,45.0,2,Hormavu
5552,Sahakara Nagar,1175.0,2.0,49.0,2,Sahakara Nagar
5553,other,655.0,1.0,27.0,1,Sanne Amanikere
5554,Hosa Road,1311.0,2.0,84.86,3,Hosa Road
5555,CV Raman Nagar,1000.0,2.0,38.5,2,CV Raman Nagar
5556,other,1196.0,2.0,96.0,2,Indira Nagar Stage 2
5557,Kanakpura Road,1050.0,2.0,59.0,3,Kanakpura Road
5558,Somasundara Palya,1275.0,2.0,52.0,3,Somasundara Palya
5559,other,927.0,2.0,50.0,2,Hommadevanahalli
5560,Varthur,1520.0,2.0,61.0,3,Varthur
5561,Hebbal,1333.0,2.0,104.0,2,Hebbal
5562,other,600.0,1.0,18.0,1,Tunganagara
5563,Abbigere,1326.0,2.0,34.8,3,Abbigere
5564,Sarjapur  Road,1773.5,2.0,85.125,3,Sarjapur  Road
5565,Koramangala,1100.0,2.0,85.0,2,Koramangala
5566,Haralur Road,1650.0,3.0,100.0,3,Haralur Road
5567,Kasavanhalli,1917.0,3.0,132.0,3,Kasavanhalli
5568,Billekahalli,950.0,2.0,58.11,2,Billekahalli
5569,other,1175.0,2.0,48.72,2,T C Palya main Road
5570,8th Phase JP Nagar,1089.0,2.0,43.55,2,8th Phase JP Nagar
5571,Hoodi,1257.0,2.0,68.5,2,Hoodi
5572,Sarjapur,650.0,1.0,19.87,1,Sarjapur
5573,Whitefield,1850.0,3.0,150.0,3,Whitefield
5574,Vidyaranyapura,945.0,2.0,40.0,2,Vidyaranyapura
5575,Koramangala,1161.0,2.0,63.85,2,Koramangala
5576,Banashankari Stage V,1630.0,3.0,51.35,3,Banashankari Stage V
5577,Jalahalli,1310.0,2.0,60.0,3,Jalahalli
5578,other,750.0,2.0,28.0,2,Lake City
5579,Whitefield,1200.0,3.0,67.77,3,Whitefield
5580,other,1000.0,2.0,45.0,2,Vittal Nagar
5581,Nagavara,1315.0,2.0,70.0,2,Nagavara
5582,Sahakara Nagar,1370.0,2.0,90.0,3,Sahakara Nagar
5583,Electronic City,1128.0,2.0,64.0,2,Electronic City
5584,Padmanabhanagar,1250.0,2.0,70.0,3,Padmanabhanagar
5585,Hebbal,1645.0,3.0,117.0,3,Hebbal
5586,Horamavu Agara,1284.0,2.0,75.0,3,Horamavu Agara
5587,Kodigehalli,1820.0,3.0,150.0,3,Kodigehalli
5588,Haralur Road,1580.0,3.0,73.0,3,Haralur Road
5589,Bannerghatta Road,1215.0,2.0,68.0,2,Bannerghatta Road
5590,Uttarahalli,1075.0,2.0,40.0,2,Uttarahalli
5591,R.T. Nagar,1400.0,2.0,78.0,3,R.T. Nagar
5592,Subramanyapura,1400.0,2.0,55.0,3,Subramanyapura
5593,Bisuvanahalli,845.0,2.0,30.0,2,Bisuvanahalli
5594,Panathur,1199.0,2.0,85.0,2,Panathur
5595,Gunjur,1175.0,2.0,43.48,2,Gunjur
5596,Bellandur,1767.0,3.0,109.0,3,Bellandur
5597,Sarjapur  Road,1800.0,3.0,90.0,4,Sarjapur  Road
5598,Talaghattapura,1856.0,3.0,135.0,3,Talaghattapura
5599,Whitefield,1290.0,2.0,90.0,2,Whitefield
5600,Kasavanhalli,1375.0,2.0,78.0,2,Kasavanhalli
5601,other,985.0,2.0,57.0,2,Bagalur
5602,Singasandra,1099.0,2.0,37.5,2,Singasandra
5603,Electronic City,605.0,1.0,13.31,1,Electronic City
5604,Marathahalli,1200.0,2.0,53.0,2,Marathahalli
5605,Hulimavu,1000.0,2.0,45.0,2,Hulimavu
5606,Electronic City,1159.0,2.0,38.0,3,Electronic City
5607,BTM Layout,1540.0,2.0,78.0,3,BTM Layout
5608,other,1503.0,2.0,93.0,3,"JP Nagar 7th Phase,"
5609,Uttarahalli,1580.0,3.0,60.0,3,Uttarahalli
5610,Mico Layout,1190.0,2.0,39.25,2,Mico Layout
5611,other,1200.0,2.0,61.0,2,Sampigehalli
5612,Jakkur,850.0,1.0,19.9,2,Jakkur
5613,ITPL,1200.0,3.0,56.12,3,ITPL
5614,other,1500.0,2.0,52.0,3,Kamakshipalya
5615,Thanisandra,1880.0,3.0,120.0,3,Thanisandra
5616,Padmanabhanagar,1150.0,2.0,45.0,2,Padmanabhanagar
5617,Bellandur,924.0,2.0,35.11,2,Bellandur
5618,other,1765.0,3.0,77.27,3,B Narayanapura
5619,Attibele,1174.0,2.0,29.35,2,Attibele
5620,Bannerghatta Road,1894.0,3.0,115.0,3,Bannerghatta Road
5621,Sector 7 HSR Layout,1760.0,3.0,142.0,3,Sector 7 HSR Layout
5622,other,1768.0,3.0,95.0,3,Doddanakundi Industrial Area 2
5623,Kothanur,1790.0,3.0,97.0,3,Kothanur
5624,Whitefield,1200.0,2.0,45.0,2,Whitefield
5625,Mahadevpura,1137.0,2.0,53.4,2,Mahadevpura
5626,Mysore Road,1568.0,2.0,100.0,3,Mysore Road
5627,AECS Layout,1308.0,2.0,60.0,2,AECS Layout
5628,Bisuvanahalli,1200.0,2.0,41.0,3,Bisuvanahalli
5629,other,800.0,1.0,32.0,1,Shetty Halli
5630,Electronic City,530.0,1.0,13.5,1,Electronic City
5631,Subramanyapura,958.0,2.0,33.53,2,Subramanyapura
5632,Thanisandra,760.0,1.0,50.0,1,Thanisandra
5633,Dommasandra,1090.0,2.0,43.5,2,Dommasandra
5634,Sarjapur  Road,1550.0,2.0,89.0,3,Sarjapur  Road
5635,Ramagondanahalli,1251.0,2.0,50.0,2,Ramagondanahalli
5636,Electronic City,1070.0,2.0,53.0,2,Electronic City
5637,Kalena Agrahara,1200.0,2.0,45.0,2,Kalena Agrahara
5638,CV Raman Nagar,1435.0,2.0,60.0,3,CV Raman Nagar
5639,Bommasandra,1400.0,2.0,45.0,3,Bommasandra
5640,Thanisandra,1200.0,2.0,60.0,2,Thanisandra
5641,Panathur,1000.0,2.0,40.0,2,Panathur
5642,Bannerghatta Road,1655.0,2.0,62.89,3,Bannerghatta Road
5643,other,600.0,1.0,35.0,1,Bidrahalli
5644,Electronics City Phase 1,1175.0,2.0,50.0,2,Electronics City Phase 1
5645,Uttarahalli,1155.0,2.0,40.43,2,Uttarahalli
5646,Magadi Road,1200.0,3.0,98.0,3,Magadi Road
5647,Budigere,1149.0,2.0,65.0,2,Budigere
5648,Jakkur,1745.0,2.0,98.485,3,Jakkur
5649,other,1010.0,2.0,55.0,2,Chinnapanahalli
5650,Hegde Nagar,1718.0,3.0,119.0,3,Hegde Nagar
5651,other,650.0,1.0,20.0,2,Bilal Nagar
5652,Banashankari,1330.0,2.0,77.0,2,Banashankari
5653,Hormavu,1200.0,2.0,68.0,2,Hormavu
5654,Bannerghatta Road,1693.0,3.0,89.0,3,Bannerghatta Road
5655,Margondanahalli,900.0,2.0,55.0,2,Margondanahalli
5656,NGR Layout,1020.0,2.0,46.0,2,NGR Layout
5657,Amruthahalli,1700.0,3.0,77.0,3,Amruthahalli
5658,Panathur,661.0,1.0,40.0,1,Panathur
5659,Bannerghatta Road,1280.0,2.0,60.16,2,Bannerghatta Road
5660,Hosur Road,1170.0,2.0,48.0,2,Hosur Road
5661,Sarjapur  Road,1150.0,2.0,44.0,2,Sarjapur  Road
5662,Banjara Layout,1050.0,2.0,64.8,2,Banjara Layout
5663,other,1080.0,2.0,37.8,2,Kanakapura Main Road
5664,Harlur,1303.0,2.0,90.0,2,Harlur
5665,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,Raja Rajeshwari Nagar
5666,Bommanahalli,1250.0,3.0,41.0,3,Bommanahalli
5667,Akshaya Nagar,1419.0,2.0,87.0,3,Akshaya Nagar
5668,Banashankari,1200.0,2.0,49.0,2,Banashankari
5669,7th Phase JP Nagar,1120.0,2.0,65.0,2,7th Phase JP Nagar
5670,Electronics City Phase 1,762.5,1.0,45.4,1,Electronics City Phase 1
5671,Electronics City Phase 1,1245.0,2.0,75.0,2,Electronics City Phase 1
5672,Channasandra,1093.0,2.0,34.0,2,Channasandra
5673,Electronic City,1025.0,1.0,26.63,2,Electronic City
5674,Hebbal,1345.0,2.0,97.0,2,Hebbal
5675,other,1500.0,2.0,45.0,2,Suryanagar
5676,Vijayanagar,1180.0,2.0,86.0,2,Vijayanagar
5677,NGR Layout,1020.0,2.0,48.45,2,NGR Layout
5678,other,1800.0,3.0,85.0,3,Nanjappa Layout
5679,Kothannur,1240.0,2.0,39.85,3,Kothannur
5680,CV Raman Nagar,1020.0,2.0,55.0,2,CV Raman Nagar
5681,Gunjur,1362.0,3.0,62.63,3,Gunjur
5682,Yelahanka,694.0,1.0,30.84,1,Yelahanka
5683,Vittasandra,1404.0,2.0,70.0,2,Vittasandra
5684,Electronic City Phase II,1192.0,2.0,47.0,3,Electronic City Phase II
5685,Vittasandra,1259.0,2.0,67.48,2,Vittasandra
5686,Kengeri,1000.0,2.0,34.0,2,Kengeri
5687,Rachenahalli,985.0,2.0,49.97,2,Rachenahalli
5688,Indira Nagar,850.0,1.0,60.0,1,Indira Nagar
5689,Uttarahalli,1650.0,2.0,50.0,3,Uttarahalli
5690,Ambedkar Nagar,1367.0,2.0,86.0,2,Ambedkar Nagar
5691,Rajaji Nagar,1210.0,2.0,81.0,3,Rajaji Nagar
5692,other,1190.0,2.0,48.6,2,Duvasapalya
5693,Sarjapur,1175.0,2.0,42.0,2,Sarjapur
5694,Whitefield,1140.0,2.0,40.0,2,Whitefield
5695,Hoskote,1095.0,2.0,33.6,2,Hoskote
5696,Attibele,782.0,1.0,19.55,1,Attibele
5697,Gubbalala,1435.0,2.0,80.0,3,Gubbalala
5698,Choodasandra,725.0,2.0,36.0,2,Choodasandra
5699,other,1600.0,2.0,88.0,3,BCMC Layout
5700,Nehru Nagar,1674.0,3.0,90.0,3,Nehru Nagar
5701,Haralur Road,1243.0,2.0,46.0,2,Haralur Road
5702,Kanakpura Road,1703.0,3.0,130.0,3,Kanakpura Road
5703,Padmanabhanagar,1350.0,3.0,71.55,3,Padmanabhanagar
5704,Horamavu Agara,1145.0,2.0,41.21,2,Horamavu Agara
5705,Whitefield,1216.0,2.0,75.0,2,Whitefield
5706,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,Raja Rajeshwari Nagar
5707,Kanakpura Road,1600.0,3.0,90.0,3,Kanakpura Road
5708,Banashankari Stage V,1510.0,3.0,47.57,3,Banashankari Stage V
5709,Haralur Road,1194.0,2.0,47.0,2,Haralur Road
5710,Horamavu Agara,1250.0,4.0,100.0,4,Horamavu Agara
5711,Raja Rajeshwari Nagar,1630.0,3.0,60.65,3,Raja Rajeshwari Nagar
5712,Hennur Road,1020.0,2.0,45.0,2,Hennur Road
5713,Hosakerehalli,1410.0,2.0,53.58,3,Hosakerehalli
5714,Bhoganhalli,1181.7,2.0,100.0,2,Bhoganhalli
5715,Sarjapur  Road,1691.0,3.0,113.0,3,Sarjapur  Road
5716,KR Puram,1200.0,4.0,83.0,4,KR Puram
5717,Banaswadi,1200.0,2.0,60.0,2,Banaswadi
5718,Old Airport Road,1050.0,2.0,50.0,2,Old Airport Road
5719,Kathriguppe,1300.0,3.0,77.99,3,Kathriguppe
5720,Whitefield,1356.0,2.0,94.84,2,Whitefield
5721,Whitefield,1338.0,2.0,103.0,2,Whitefield
5722,other,500.0,1.0,20.0,1,Kengeri Satellite Town Stage II
5723,other,1280.0,2.0,100.0,3,Vasantha Vallabha Nagar
5724,Raja Rajeshwari Nagar,1531.0,3.0,51.77,3,Raja Rajeshwari Nagar
5725,Anekal,620.0,1.0,23.5,2,Anekal
5726,8th Phase JP Nagar,1605.0,2.0,65.0,3,8th Phase JP Nagar
5727,Thanisandra,1917.0,3.0,110.0,3,Thanisandra
5728,Sarjapur  Road,1400.0,3.0,55.0,3,Sarjapur  Road
5729,Sahakara Nagar,1100.0,2.0,55.0,2,Sahakara Nagar
5730,Hebbal,1110.0,3.0,59.0,3,Hebbal
5731,other,1650.0,3.0,110.0,3,Uday Nagar
5732,Varthur Road,1033.0,2.0,30.47,3,Varthur Road
5733,HSR Layout,1142.0,2.0,65.0,2,HSR Layout
5734,other,1500.0,2.0,75.0,3,Mathikere
5735,Electronic City Phase II,1502.0,3.0,50.0,3,Electronic City Phase II
5736,other,1176.0,2.0,45.0,3,Shree Ananth Nagar Layout
5737,Hosa Road,1063.0,2.0,32.8,2,Hosa Road
5738,Kammanahalli,1100.0,2.0,60.0,2,Kammanahalli
5739,other,1044.0,2.0,85.0,2,Kamakshipalya
5740,6th Phase JP Nagar,1216.0,2.0,60.0,2,6th Phase JP Nagar
5741,other,1425.0,3.0,55.0,3,Suddaguntepalya
5742,Hosur Road,1345.0,2.0,108.0,2,Hosur Road
5743,Uttarahalli,1025.0,2.0,35.88,2,Uttarahalli
5744,Kadubeesanahalli,1424.0,2.0,75.0,3,Kadubeesanahalli
5745,other,1285.0,2.0,45.0,2,Byrasandra Extension
5746,Babusapalaya,1450.0,2.0,55.99,2,Babusapalaya
5747,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2,Raja Rajeshwari Nagar
5748,Uttarahalli,1125.0,2.0,47.65,2,Uttarahalli
5749,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2,Raja Rajeshwari Nagar
5750,Arekere,1240.0,2.0,60.0,2,Arekere
5751,Devanahalli,1466.0,3.0,77.59,3,Devanahalli
5752,Ramagondanahalli,1610.0,2.0,115.0,3,Ramagondanahalli
5753,Sarjapur  Road,1220.0,3.0,56.0,3,Sarjapur  Road
5754,Kaggadasapura,1225.0,2.0,48.0,2,Kaggadasapura
5755,Akshaya Nagar,1300.0,2.0,54.0,2,Akshaya Nagar
5756,other,1320.0,2.0,55.0,3,Mallathahalli
5757,Sarjapur  Road,1435.0,3.0,90.0,3,Sarjapur  Road
5758,Rayasandra,1601.0,3.0,70.0,3,Rayasandra
5759,Kadubeesanahalli,1257.0,2.0,93.0,2,Kadubeesanahalli
5760,Kasavanhalli,1309.0,2.0,95.0,2,Kasavanhalli
5761,Yeshwanthpur,1362.0,2.0,100.0,2,Yeshwanthpur
5762,Whitefield,1115.0,2.0,55.0,2,Whitefield
5763,Whitefield,1870.0,3.0,90.0,3,Whitefield
5764,other,1322.0,2.0,61.99,2,manyata park
5765,other,1450.0,2.0,65.0,3,Telecom Layout
5766,Banashankari,1185.0,2.0,67.0,2,Banashankari
5767,7th Phase JP Nagar,1790.0,3.0,120.0,3,7th Phase JP Nagar
5768,Rachenahalli,1050.0,2.0,52.5,2,Rachenahalli
5769,Budigere,693.0,1.0,27.375,1,Budigere
5770,Devanahalli,775.0,1.0,39.0,1,Devanahalli
5771,Hoodi,1000.0,2.0,48.0,2,Hoodi
5772,Thanisandra,1183.0,2.0,77.25,2,Thanisandra
5773,other,425.0,1.0,15.0,1,Alur
5774,other,820.0,2.0,30.0,2,Nelamangala
5775,Hebbal,1200.0,2.0,52.0,2,Hebbal
5776,Ramagondanahalli,1151.0,2.0,43.6,2,Ramagondanahalli
5777,Hulimavu,1320.0,2.0,59.0,3,Hulimavu
5778,other,1450.0,3.0,68.0,3,Bikasipura
5779,Poorna Pragna Layout,1270.0,2.0,50.79,3,Poorna Pragna Layout
5780,Hegde Nagar,1847.0,3.0,123.0,3,Hegde Nagar
5781,Somasundara Palya,1650.0,3.0,95.0,3,Somasundara Palya
5782,Begur Road,1160.0,2.0,44.0,2,Begur Road
5783,Mysore Road,1360.0,3.0,47.6,3,Mysore Road
5784,Brookefield,1089.0,2.0,49.0,2,Brookefield
5785,Yelahanka,1115.0,2.0,60.0,2,Yelahanka
5786,Kudlu Gate,1215.0,2.0,45.0,2,Kudlu Gate
5787,Sarjapur  Road,1194.0,2.0,51.0,2,Sarjapur  Road
5788,Kannamangala,1536.0,3.0,104.0,3,Kannamangala
5789,Hennur,1255.0,2.0,55.5,2,Hennur
5790,Electronic City,1571.0,3.0,83.0,3,Electronic City
5791,other,900.0,1.0,70.0,2,Virupakshapura
5792,other,1517.0,2.0,125.0,2,Keshava Nagar
5793,Budigere,664.0,1.0,35.4,1,Budigere
5794, Devarachikkanahalli,1230.0,2.0,58.0,2,Devarachikkanahalli
5795,Hegde Nagar,1340.0,2.0,72.0,2,Hegde Nagar
5796,Attibele,1175.0,2.0,29.38,2,Attibele
5797,Sarjapur,1240.0,2.0,43.1,2,Sarjapur
5798,Electronic City,1470.0,2.0,44.1,3,Electronic City
5799,7th Phase JP Nagar,1680.0,3.0,117.0,3,7th Phase JP Nagar
5800,other,1000.0,2.0,35.0,2,Sri Sai Layout
5801,Gunjur,1071.0,2.0,51.0,2,Gunjur
5802,Sector 2 HSR Layout,1512.0,3.0,80.0,3,Sector 2 HSR Layout
5803,Kalyan nagar,1190.0,2.0,60.0,2,Kalyan nagar
5804,Pattandur Agrahara,1550.0,2.0,80.0,3,Pattandur Agrahara
5805,Kanakpura Road,1283.0,2.0,63.22,2,Kanakpura Road
5806,Mallasandra,1325.0,2.0,73.0,2,Mallasandra
5807,Whitefield,1105.0,2.0,35.36,2,Whitefield
5808,Banaswadi,1600.0,3.0,74.5,3,Banaswadi
5809,Kanakpura Road,800.0,2.0,41.145,2,Kanakpura Road
5810,Hennur,1100.0,2.0,44.55,2,Hennur
5811,Yelachenahalli,1365.0,2.0,72.0,3,Yelachenahalli
5812,Hosur Road,1250.0,2.0,55.0,2,Hosur Road
5813,Chikkalasandra,1290.0,2.0,56.12,3,Chikkalasandra
5814,Bellandur,1170.0,2.0,46.79,2,Bellandur
5815,Kanakpura Road,1328.0,2.0,91.06,2,Kanakpura Road
5816,Hennur Road,1232.0,2.0,87.0,2,Hennur Road
5817,1st Phase JP Nagar,1180.0,2.0,88.5,2,1st Phase JP Nagar
5818,Electronic City,1350.0,3.0,66.0,3,Electronic City
5819,Electronic City Phase II,1020.0,2.0,32.0,2,Electronic City Phase II
5820,Begur Road,1410.0,2.0,49.34,3,Begur Road
5821,TC Palaya,1200.0,2.0,66.0,3,TC Palaya
5822,Hennur,1255.0,2.0,57.5,2,Hennur
5823,Whitefield,1074.0,2.0,42.79,2,Whitefield
5824,other,1200.0,3.0,72.0,3,Suragajakkanahalli
5825,Sarjapur,1170.0,2.0,35.41,3,Sarjapur
5826,Tumkur Road,728.5,1.0,31.315,1,Tumkur Road
5827,Bommanahalli,1660.0,2.0,100.0,3,Bommanahalli
5828,other,510.0,1.0,34.0,1,Gowdanapalya
5829,Mahadevpura,1601.0,3.0,95.0,3,Mahadevpura
5830,Begur Road,952.0,2.0,42.0,2,Begur Road
5831,other,1166.0,2.0,65.0,2,PNS Layout
5832,Electronic City Phase II,1900.0,3.0,97.0,4,Electronic City Phase II
5833,Haralur Road,1520.0,2.0,96.0,3,Haralur Road
5834,Yelenahalli,1175.0,2.0,50.0,2,Yelenahalli
5835,Bharathi Nagar,1432.0,2.0,68.0,2,Bharathi Nagar
5836,Bommasandra Industrial Area,1005.0,2.0,39.77,2,Bommasandra Industrial Area
5837,Rajiv Nagar,1309.0,2.0,80.0,2,Rajiv Nagar
5838,7th Phase JP Nagar,1050.0,2.0,77.0,2,7th Phase JP Nagar
5839,Kanakpura Road,1100.0,3.0,53.0,3,Kanakpura Road
5840,Begur Road,1565.0,2.0,56.34,3,Begur Road
5841,other,940.0,2.0,56.0,2,1st Stage Indira Nagar
5842,other,1015.0,2.0,40.1,2,Yarandahalli
5843,Electronic City,1652.0,3.0,110.0,3,Electronic City
5844,Whitefield,1100.0,2.0,52.0,2,Whitefield
5845,Kammanahalli,1200.0,1.0,81.0,2,Kammanahalli
5846,other,1400.0,3.0,69.0,3,Kacharakanahalli
5847,Electronic City Phase II,1020.0,2.0,27.43,2,Electronic City Phase II
5848,Whitefield,1267.0,2.0,90.33,2,Whitefield
5849,other,1645.0,3.0,95.0,3,Ashwath Nagar
5850,Sahakara Nagar,1100.0,2.0,75.0,3,Sahakara Nagar
5851,Electronic City,1320.0,2.0,38.12,3,Electronic City
5852,Ananth Nagar,1000.0,2.0,29.7,2,Ananth Nagar
5853,Kalyan nagar,1086.0,2.0,44.5,2,Kalyan nagar
5854,Kengeri,416.0,1.0,18.0,1,Kengeri
5855,Hennur Road,1066.0,2.0,52.23,2,Hennur Road
5856,OMBR Layout,1730.0,3.0,93.0,3,OMBR Layout
5857,Balagere,1205.0,2.0,63.86,2,Balagere
5858,Subramanyapura,960.0,2.0,55.0,2,Subramanyapura
5859,Haralur Road,1510.0,3.0,83.05,3,Haralur Road
5860,other,1600.0,4.0,90.0,4,Kanaka Nagar
5861,other,1000.0,2.0,63.0,2,Jakkasandra Extension
5862,Poorna Pragna Layout,1160.0,2.0,46.39,2,Poorna Pragna Layout
5863,Hormavu,1553.0,2.0,58.23,3,Hormavu
5864,Seegehalli,1134.0,2.0,45.0,2,Seegehalli
5865,other,1350.0,2.0,65.0,2,Nagashetty Halli
5866,Sarjapur,1032.0,2.0,42.0,2,Sarjapur
5867,Murugeshpalya,1225.0,2.0,48.0,2,Murugeshpalya
5868,Sarjapur  Road,1262.0,2.0,67.0,2,Sarjapur  Road
5869,Badavala Nagar,1842.0,3.0,115.0,3,Badavala Nagar
5870,other,1300.0,2.0,60.0,2,Thomas Town
5871,Kothannur,1070.0,2.0,38.6,2,Kothannur
5872,other,950.0,2.0,33.0,2,"Electronic city Phase 1,"
5873,Balagere,1012.0,2.0,53.58,2,Balagere
5874,TC Palaya,1000.0,2.0,70.0,2,TC Palaya
5875,Kadugodi,1394.0,2.0,56.0,2,Kadugodi
5876,Amruthahalli,1450.0,2.0,85.0,3,Amruthahalli
5877,other,527.0,1.0,35.0,1,Banaswadi
5878,Sarjapur  Road,1693.0,3.0,125.0,3,Sarjapur  Road
5879,Horamavu Agara,1000.0,2.0,46.0,2,Horamavu Agara
5880,Kogilu,952.0,2.0,49.0,2,Kogilu
5881,Mysore Road,1410.0,2.0,64.0,3,Mysore Road
5882,Hebbal Kempapura,1400.0,2.0,108.0,2,Hebbal Kempapura
5883,Sarjapur  Road,1826.0,3.0,125.0,3,Sarjapur  Road
